
20/10/2025,15:41:45,Rosto 2,Negado,nao,5
20/10/2025,15:41:46,Rosto 2,Negado,nao,6
20/10/2025,15:41:47,Rosto 2,Negado,nao,7
20/10/2025,15:41:48,Rosto 2,Negado,nao,8
20/10/2025,18:33:24,Rosto 1,Aprovado,sim,1
20/10/2025,18:33:25,Rosto 1,Aprovado,nao,2
20/10/2025,18:33:26,Rosto 1,Aprovado,nao,3
20/10/2025,18:33:27,Rosto 1,Aprovado,nao,4
20/10/2025,18:33:28,Rosto 1,Aprovado,nao,5
20/10/2025,18:33:29,Rosto 1,Aprovado,nao,6
20/10/2025,18:33:30,Rosto 2,Negado,sim,1
20/10/2025,18:33:31,Rosto 2,Negado,nao,2
20/10/2025,18:33:32,Rosto 1,Aprovado,nao,7
20/10/2025,18:33:33,Rosto 1,Aprovado,nao,8
20/10/2025,18:33:34,Rosto 1,Aprovado,nao,9
20/10/2025,18:33:35,Rosto 1,Aprovado,nao,10
20/10/2025,18:33:36,Rosto 1,Aprovado,nao,11
20/10/2025,18:33:37,Rosto 1,Aprovado,nao,12
20/10/2025,18:33:38,Rosto 2,Negado,nao,3
20/10/2025,18:33:39,Rosto 2,Negado,nao,4
20/10/2025,18:35:18,Rosto 1,Aprovado,sim,1
20/10/2025,18:35:18,Rosto 1,Aprovado,nao,2
20/10/2025,18:35:19,Rosto 1,Aprovado,nao,3
20/10/2025,18:35:19,Rosto 1,Aprovado,nao,4
20/10/2025,18:35:20,Rosto 1,Aprovado,nao,5
20/10/2025,18:35:20,Rosto 1,Aprovado,nao,6
20/10/2025,18:35:21,Rosto 1,Aprovado,nao,7
20/10/2025,18:35:21,Rosto 1,Aprovado,nao,8
20/10/2025,18:35:22,Rosto 1,Aprovado,nao,9
20/10/2025,18:35:22,Rosto 1,Aprovado,nao,10
20/10/2025,18:35:23,Rosto 1,Aprovado,nao,11
20/10/2025,18:35:23,Rosto 1,Aprovado,nao,12
20/10/2025,18:35:24,Rosto 1,Aprovado,nao,13
20/10/2025,18:35:24,Rosto 1,Aprovado,nao,14
20/10/2025,18:35:25,Rosto 1,Aprovado,nao,15
20/10/2025,18:35:25,Rosto 1,Aprovado,nao,16
20/10/2025,18:35:26,Rosto 1,Aprovado,nao,17
20/10/2025,18:35:26,Rosto 1,Aprovado,nao,18
20/10/2025,18:35:27,Rosto 1,Aprovado,nao,19
20/10/2025,18:35:27,Rosto 1,Aprovado,nao,20
20/10/2025,18:35:28,Rosto 1,Aprovado,nao,21
20/10/2025,18:35:28,Rosto 1,Aprovado,nao,22
20/10/2025,18:35:29,Rosto 1,Aprovado,nao,23
20/10/2025,18:35:29,Rosto 1,Aprovado,nao,24
20/10/2025,18:35:30,Rosto 1,Aprovado,nao,25
20/10/2025,18:35:30,Rosto 1,Aprovado,nao,26
20/10/2025,18:35:31,Rosto 1,Aprovado,nao,27
20/10/2025,18:35:31,Rosto 1,Aprovado,nao,28
20/10/2025,18:35:32,Rosto 1,Aprovado,nao,29
20/10/2025,18:35:32,Rosto 1,Aprovado,nao,30
20/10/2025,18:35:33,Rosto 1,Aprovado,nao,31
20/10/2025,18:35:33,Rosto 1,Aprovado,nao,32
20/10/2025,18:35:34,Rosto 1,Aprovado,nao,33
20/10/2025,18:35:34,Rosto 2,Negado,sim,1
20/10/2025,18:35:35,Rosto 2,Negado,nao,2
20/10/2025,18:35:35,Rosto 2,Negado,nao,3
20/10/2025,18:35:36,Rosto 2,Negado,nao,4
20/10/2025,18:35:36,Rosto 2,Negado,nao,5
20/10/2025,18:35:37,Rosto 2,Negado,nao,6
20/10/2025,18:35:37,Rosto 2,Negado,nao,7
20/10/2025,18:35:38,Rosto 2,Negado,nao,8
20/10/2025,18:35:38,Rosto 2,Negado,nao,9
20/10/2025,18:35:39,Rosto 2,Negado,nao,10
20/10/2025,18:35:39,Rosto 2,Negado,nao,11
20/10/2025,18:35:40,Rosto 2,Negado,nao,12
20/10/2025,18:35:40,Rosto 2,Negado,nao,13
20/10/2025,18:35:41,Rosto 2,Negado,nao,14
20/10/2025,18:35:41,Rosto 2,Negado,nao,15
20/10/2025,18:35:42,Rosto 2,Negado,nao,16
20/10/2025,18:35:42,Rosto 1,Aprovado,nao,34
20/10/2025,18:35:43,Rosto 1,Aprovado,nao,35
20/10/2025,18:35:43,Rosto 1,Aprovado,nao,36
20/10/2025,18:35:44,Rosto 1,Aprovado,nao,37
20/10/2025,18:35:44,Rosto 1,Aprovado,nao,38
20/10/2025,18:35:45,Rosto 1,Aprovado,nao,39
20/10/2025,18:35:45,Rosto 1,Aprovado,nao,40
20/10/2025,18:35:46,Rosto 1,Aprovado,nao,41
20/10/2025,18:35:46,Rosto 1,Aprovado,nao,42
20/10/2025,18:35:47,Rosto 1,Aprovado,nao,43
20/10/2025,18:35:47,Rosto 1,Aprovado,nao,44
20/10/2025,18:35:48,Rosto 1,Aprovado,nao,45
20/10/2025,18:35:48,Rosto 1,Aprovado,nao,46
20/10/2025,18:35:49,Rosto 1,Aprovado,nao,47
20/10/2025,18:35:49,Rosto 1,Aprovado,nao,48
20/10/2025,18:35:50,Rosto 1,Aprovado,nao,49
20/10/2025,18:35:50,Rosto 1,Aprovado,nao,50
20/10/2025,18:35:51,Rosto 1,Aprovado,nao,51
20/10/2025,18:35:51,Rosto 1,Aprovado,nao,52
20/10/2025,18:35:52,Rosto 1,Aprovado,nao,53
20/10/2025,18:35:52,Rosto 1,Aprovado,nao,54
20/10/2025,18:35:53,Rosto 1,Aprovado,nao,55
20/10/2025,18:35:53,Rosto 1,Aprovado,nao,56
20/10/2025,18:35:54,Rosto 1,Aprovado,nao,57
20/10/2025,18:35:54,Rosto 1,Aprovado,nao,58
20/10/2025,18:35:55,Rosto 1,Aprovado,nao,59
20/10/2025,18:35:55,Rosto 1,Aprovado,nao,60
20/10/2025,18:35:56,Rosto 1,Aprovado,nao,61
20/10/2025,18:35:56,Rosto 1,Aprovado,nao,62
20/10/2025,18:35:57,Rosto 1,Aprovado,nao,63
20/10/2025,18:35:57,Rosto 1,Aprovado,nao,64
20/10/2025,18:35:58,Rosto 1,Aprovado,nao,65
20/10/2025,18:35:58,Rosto 1,Aprovado,nao,66
20/10/2025,18:35:59,Rosto 1,Aprovado,nao,67
20/10/2025,18:35:59,Rosto 1,Aprovado,nao,68
20/10/2025,18:36:00,Rosto 2,Negado,nao,17
20/10/2025,18:36:00,Rosto 2,Negado,nao,18
20/10/2025,18:36:01,Rosto 2,Negado,nao,19
20/10/2025,18:36:01,Rosto 2,Negado,nao,20
20/10/2025,18:36:02,Rosto 2,Negado,nao,21
20/10/2025,18:36:02,Rosto 2,Negado,nao,22
20/10/2025,18:36:03,Rosto 2,Negado,nao,23
20/10/2025,18:36:03,Rosto 2,Negado,nao,24
20/10/2025,18:36:04,Rosto 2,Negado,nao,25
20/10/2025,18:36:04,Rosto 2,Negado,nao,26
20/10/2025,18:36:05,Rosto 2,Negado,nao,27
20/10/2025,18:36:05,Rosto 2,Negado,nao,28
20/10/2025,18:36:06,Rosto 2,Negado,nao,29
20/10/2025,18:36:06,Rosto 2,Negado,nao,30
20/10/2025,18:36:07,Rosto 2,Negado,nao,31
20/10/2025,18:36:08,Rosto 2,Negado,nao,32
20/10/2025,18:49:59,Rosto 1,Aprovado,sim,1
20/10/2025,18:50:00,Rosto 1,Aprovado,nao,2
20/10/2025,18:50:01,Rosto 1,Aprovado,nao,3
20/10/2025,18:50:02,Rosto 1,Aprovado,nao,4
20/10/2025,18:52:48,Rosto 1,Aprovado,sim,1
20/10/2025,18:52:49,Rosto 1,Aprovado,nao,2
20/10/2025,18:52:50,Rosto 1,Aprovado,nao,3
20/10/2025,18:52:51,Rosto 1,Aprovado,nao,4
20/10/2025,18:52:51,Rosto 1,Aprovado,nao,5
20/10/2025,18:52:52,Rosto 1,Aprovado,nao,6
20/10/2025,18:52:53,Rosto 1,Aprovado,nao,7
20/10/2025,18:52:54,Rosto 1,Aprovado,nao,8
20/10/2025,18:52:55,Rosto 1,Aprovado,nao,9
20/10/2025,18:52:55,Rosto 1,Aprovado,nao,10
20/10/2025,18:52:56,Rosto 1,Aprovado,nao,11
20/10/2025,18:52:57,Rosto 1,Aprovado,nao,12
20/10/2025,18:52:58,Rosto 1,Aprovado,nao,13
20/10/2025,18:52:59,Rosto 1,Aprovado,nao,14
20/10/2025,18:52:59,Rosto 2,Negado,sim,1
20/10/2025,18:53:00,Rosto 2,Negado,nao,2
20/10/2025,18:53:01,Rosto 2,Negado,nao,3
20/10/2025,18:53:02,Rosto 2,Negado,nao,4
20/10/2025,18:53:03,Rosto 2,Negado,nao,5
20/10/2025,18:53:03,Rosto 2,Negado,nao,6
20/10/2025,18:53:04,Rosto 2,Negado,nao,7
20/10/2025,18:53:05,Rosto 1,Aprovado,nao,15
20/10/2025,18:53:06,Rosto 1,Aprovado,nao,16
20/10/2025,18:53:07,Rosto 1,Aprovado,nao,17
20/10/2025,18:53:08,Rosto 1,Aprovado,nao,18
20/10/2025,18:53:08,Rosto 1,Aprovado,nao,19
20/10/2025,18:53:09,Rosto 1,Aprovado,nao,20
20/10/2025,18:53:10,Rosto 1,Aprovado,nao,21
20/10/2025,18:53:11,Rosto 1,Aprovado,nao,22
20/10/2025,18:53:12,Rosto 1,Aprovado,nao,23
20/10/2025,18:53:12,Rosto 1,Aprovado,nao,24
20/10/2025,18:53:13,Rosto 1,Aprovado,nao,25
20/10/2025,18:53:14,Rosto 2,Negado,nao,8
20/10/2025,18:53:15,Rosto 2,Negado,nao,9
20/10/2025,18:53:16,Rosto 2,Negado,nao,10
20/10/2025,18:53:16,Rosto 2,Negado,nao,11
20/10/2025,18:53:17,Rosto 2,Negado,nao,12
20/10/2025,18:53:18,Rosto 2,Negado,nao,13
20/10/2025,18:57:38,Rosto 1,Aprovado,sim,1
20/10/2025,18:57:39,Rosto 1,Aprovado,nao,2
20/10/2025,19:03:26,Rosto 1,Aprovado,sim,1
20/10/2025,19:03:27,Rosto 1,Aprovado,nao,2
20/10/2025,19:03:28,Rosto 1,Aprovado,nao,3
20/10/2025,19:03:29,Rosto 1,Aprovado,nao,4
20/10/2025,19:03:30,Rosto 1,Aprovado,nao,5
20/10/2025,19:03:30,Rosto 1,Aprovado,nao,6
20/10/2025,19:03:31,Rosto 1,Aprovado,nao,7
20/10/2025,19:03:32,Rosto 1,Aprovado,nao,8
20/10/2025,19:03:33,Rosto 1,Aprovado,nao,9
20/10/2025,19:03:34,Rosto 1,Aprovado,nao,10
20/10/2025,19:03:34,Rosto 1,Aprovado,nao,11
20/10/2025,19:03:35,Rosto 1,Aprovado,nao,12
20/10/2025,19:03:36,Rosto 1,Aprovado,nao,13
20/10/2025,19:03:37,Rosto 1,Aprovado,nao,14
20/10/2025,19:03:38,Rosto 2,Negado,sim,1
20/10/2025,19:03:38,Rosto 2,Negado,nao,2
20/10/2025,19:03:39,Rosto 2,Negado,nao,3
20/10/2025,19:03:40,Rosto 2,Negado,nao,4
20/10/2025,19:03:41,Rosto 2,Negado,nao,5
20/10/2025,19:03:42,Rosto 2,Negado,nao,6
20/10/2025,19:03:43,Rosto 2,Negado,nao,7
20/10/2025,19:03:43,Rosto 1,Aprovado,nao,15
20/10/2025,19:03:44,Rosto 1,Aprovado,nao,16
20/10/2025,19:03:45,Rosto 1,Aprovado,nao,17
20/10/2025,19:03:46,Rosto 1,Aprovado,nao,18
20/10/2025,19:03:47,Rosto 1,Aprovado,nao,19
20/10/2025,19:03:47,Rosto 1,Aprovado,nao,20
20/10/2025,19:03:48,Rosto 1,Aprovado,nao,21
20/10/2025,19:03:49,Rosto 1,Aprovado,nao,22
20/10/2025,19:03:50,Rosto 1,Aprovado,nao,23
20/10/2025,19:03:51,Rosto 1,Aprovado,nao,24
20/10/2025,19:03:51,Rosto 1,Aprovado,nao,25
20/10/2025,19:03:52,Rosto 1,Aprovado,nao,26
20/10/2025,19:03:53,Rosto 1,Aprovado,nao,27
20/10/2025,19:03:54,Rosto 1,Aprovado,nao,28
20/10/2025,19:03:55,Rosto 2,Negado,nao,8
20/10/2025,19:03:55,Rosto 2,Negado,nao,9
20/10/2025,19:03:56,Rosto 2,Negado,nao,10
20/10/2025,19:03:57,Rosto 2,Negado,nao,11
20/10/2025,19:03:58,Rosto 2,Negado,nao,12
20/10/2025,19:03:59,Rosto 2,Negado,nao,13
